Country,Indicator,Gender,Age,Poverty_Rating,Residence,Maternal_Education,Year,Observation_Value
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,Primary education,2003-01-01,71.3
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,Primary education,2007-01-01,61.0
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,Primary education,2012-01-01,64.6
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,Primary education,2017-01-01,64.6
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,No education,2003-01-01,58.7
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,No education,2007-01-01,50.3
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,No education,2012-01-01,55.3
Indonesia,Continued breastfeeding (20-23 months), Total, 20 to 23 months old,Poor,Suburban,No education,2017-01-01,54.6
Indonesia,Continued breastfeeding (20-23 months), Total, 22 to 23 months old,Poor,Suburban,No education,2003-01-01,51.8
Indonesia,Continued breastfeeding (20-23 months), Total, 22 to 23 months old,Poor,Suburban,No education,2007-01-01,46.6
Indonesia,Continued breastfeeding (20-23 months), Total, 22 to 23 months old,Poor,Suburban,No education,2012-01-01,55.3
Indonesia,Continued breastfeeding (20-23 months), Total, 22 to 23 months old,Poor,Suburban,No education,2017-01-01,51.2
Indonesia,Ever breastfed (0-23 months), Female, Under 24 months old,Poor,Suburban,No education,2003-01-01,96.3
Indonesia,Ever breastfed (0-23 months), Female, Under 24 months old,Poor,Suburban,No education,2007-01-01,95.0
Indonesia,Ever breastfed (0-23 months), Female, Under 24 months old,Poor,Suburban,No education,2012-01-01,95.8
Indonesia,Ever breastfed (0-23 months), Female, Under 24 months old,Poor,Suburban,No education,2017-01-01,95.6
Indonesia,Ever breastfed (0-23 months), Male, Under 24 months old,Poor,Suburban,No education,2003-01-01,95.8
Indonesia,Ever breastfed (0-23 months), Male, Under 24 months old,Poor,Suburban,No education,2007-01-01,94.5
Indonesia,Ever breastfed (0-23 months), Male, Under 24 months old,Poor,Suburban,No education,2012-01-01,95.7
Indonesia,Ever breastfed (0-23 months), Male, Under 24 months old,Poor,Suburban,No education,2017-01-01,94.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2003-01-01,97.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2007-01-01,96.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2012-01-01,96.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2017-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2003-01-01,98.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2007-01-01,90.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2012-01-01,96.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2017-01-01,93.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2003-01-01,97.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2007-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2012-01-01,97.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2017-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2003-01-01,95.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2007-01-01,92.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2012-01-01,94.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2017-01-01,94.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2003-01-01,96.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2007-01-01,95.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2012-01-01,96.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2017-01-01,95.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2003-01-01,96.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2007-01-01,93.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2012-01-01,95.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2017-01-01,94.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2003-01-01,96.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2007-01-01,95.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2012-01-01,96.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2017-01-01,95.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2003-01-01,95.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2007-01-01,93.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2012-01-01,95.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2017-01-01,93.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2003-01-01,97.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2007-01-01,96.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2012-01-01,96.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2017-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2003-01-01,98.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2007-01-01,90.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2012-01-01,96.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2017-01-01,93.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2003-01-01,97.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2007-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2012-01-01,96.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2017-01-01,95.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2003-01-01,97.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2007-01-01,95.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2012-01-01,97.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2017-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2003-01-01,94.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2007-01-01,93.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2012-01-01,94.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Urban,No education,2017-01-01,95.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2003-01-01,96.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2007-01-01,95.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2012-01-01,96.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2017-01-01,95.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2003-01-01,94.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2007-01-01,93.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2012-01-01,95.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2017-01-01,94.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2003-01-01,97.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2007-01-01,94.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2012-01-01,95.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2017-01-01,94.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2003-01-01,95.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2007-01-01,93.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2012-01-01,95.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2017-01-01,94.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2003-01-01,96.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2007-01-01,97.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2012-01-01,95.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Rural,No education,2017-01-01,94.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2003-01-01,94.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2007-01-01,93.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2012-01-01,96.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Urban,No education,2017-01-01,93.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2003-01-01,95.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2007-01-01,95.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2012-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Middle Class,Suburban,No education,2017-01-01,93.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2003-01-01,91.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2007-01-01,93.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2012-01-01,92.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2017-01-01,94.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2003-01-01,95.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2007-01-01,93.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2012-01-01,94.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2017-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Suburban,No education,2003-01-01,94.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Suburban,No education,2007-01-01,93.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Suburban,No education,2012-01-01,94.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Suburban,No education,2017-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2003-01-01,91.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2007-01-01,93.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2012-01-01,92.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2017-01-01,94.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2003-01-01,95.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2007-01-01,93.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2012-01-01,94.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2017-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2003-01-01,95.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2007-01-01,96.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2012-01-01,94.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2017-01-01,94.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2003-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2007-01-01,93.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2012-01-01,95.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2017-01-01,94.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2003-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2007-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2012-01-01,95.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2017-01-01,94.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2003-01-01,95.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2007-01-01,93.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2012-01-01,95.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2017-01-01,94.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2003-01-01,96.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2007-01-01,95.1
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2012-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Rural,No education,2017-01-01,95.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2003-01-01,95.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2007-01-01,93.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2012-01-01,95.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Rich,Urban,No education,2017-01-01,94.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2003-01-01,96.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Rural,No education,2007-01-01,95.7
